:0;:1;:2;u_x;u_y;u_z
8.15;0.85;0;0.00E+00;0.00E+00;1.52E-08
8.15;0.9;0;0.00E+00;0.00E+00;1.85E-08
8.15;0.95;0;0.00E+00;0.00E+00;1.54E-08
8.15;1;0;0.00E+00;0.00E+00;1.85E-08
8.15;1.05;0;0.00E+00;0.00E+00;1.55E-08
8.15;1.1;0;0.00E+00;0.00E+00;1.85E-08
8.15;1.15;0;0.00E+00;0.00E+00;1.56E-08
8.15;1.2;0;0.00E+00;0.00E+00;1.84E-08
8.15;1.25;0;0.00E+00;0.00E+00;1.57E-08
8.15;1.3;0;0.00E+00;0.00E+00;1.83E-08
8.15;1.35;0;0.00E+00;0.00E+00;1.58E-08
8.15;1.4;0;0.00E+00;0.00E+00;1.83E-08
8.15;1.45;0;0.00E+00;0.00E+00;1.59E-08
8.15;1.5;0;0.00E+00;0.00E+00;1.83E-08
8.15;1.55;0;0.00E+00;0.00E+00;1.60E-08
8.15;1.6;0;0.00E+00;0.00E+00;1.83E-08
8.15;1.65;0;0.00E+00;0.00E+00;1.62E-08
8.15;1.7;0;0.00E+00;0.00E+00;1.83E-08
8.15;1.75;0;0.00E+00;0.00E+00;1.64E-08
8.15;1.8;0;0.00E+00;0.00E+00;1.84E-08
8.15;1.85;0;0.00E+00;0.00E+00;1.65E-08
8.2;1.85;0;0.00E+00;0.00E+00;1.85E-08
8.25;1.85;0;0.00E+00;0.00E+00;1.64E-08
8.3;1.85;0;0.00E+00;0.00E+00;1.86E-08
8.35;1.85;0;0.00E+00;0.00E+00;1.61E-08
8.4;1.85;0;0.00E+00;0.00E+00;1.87E-08
8.45;1.85;0;0.00E+00;0.00E+00;1.58E-08
8.5;1.85;0;0.00E+00;0.00E+00;1.88E-08
8.55;1.85;0;0.00E+00;0.00E+00;1.55E-08
8.6;1.85;0;0.00E+00;0.00E+00;1.88E-08
8.65;1.85;0;0.00E+00;0.00E+00;1.52E-08
8.7;1.85;0;0.00E+00;0.00E+00;1.88E-08
8.75;1.85;0;0.00E+00;0.00E+00;1.50E-08
8.8;1.85;0;0.00E+00;0.00E+00;1.88E-08
8.85;1.85;0;0.00E+00;0.00E+00;1.48E-08
8.9;1.85;0;0.00E+00;0.00E+00;1.89E-08
8.95;1.85;0;0.00E+00;0.00E+00;1.49E-08
9;1.85;0;0.00E+00;0.00E+00;1.91E-08
9.05;1.85;0;0.00E+00;0.00E+00;1.50E-08
9.1;1.85;0;0.00E+00;0.00E+00;1.91E-08
9.15;1.85;0;0.00E+00;0.00E+00;1.51E-08
9.2;1.85;0;0.00E+00;0.00E+00;1.89E-08
9.25;1.85;0;0.00E+00;0.00E+00;1.49E-08
9.3;1.85;0;0.00E+00;0.00E+00;1.82E-08
9.35;1.85;0;0.00E+00;0.00E+00;1.43E-08
9.4;1.85;0;0.00E+00;0.00E+00;1.69E-08
9.45;1.85;0;0.00E+00;0.00E+00;1.31E-08
9.5;1.85;0;0.00E+00;0.00E+00;1.50E-08
9.55;1.85;0;0.00E+00;0.00E+00;1.13E-08
9.6;1.85;0;0.00E+00;0.00E+00;1.24E-08
9.65;1.85;0;0.00E+00;0.00E+00;8.87E-09
9.7;1.85;0;0.00E+00;0.00E+00;9.17E-09
9.75;1.85;0;0.00E+00;0.00E+00;6.01E-09
9.8;1.85;0;0.00E+00;0.00E+00;5.67E-09
9.85;1.85;0;0.00E+00;0.00E+00;3.09E-09
9.9;1.85;0;0.00E+00;0.00E+00;2.37E-09
9.95;1.85;0;0.00E+00;0.00E+00;7.25E-10
10;1.85;0;0.00E+00;0.00E+00;0.00E+00
8.1;0;0;0.00E+00;0.00E+00;1.58E-08
8.1;0.05;0;0.00E+00;0.00E+00;1.90E-08
8.1;0.1;0;0.00E+00;0.00E+00;1.56E-08
8.1;0.15;0;0.00E+00;0.00E+00;1.88E-08
8.1;0.2;0;0.00E+00;0.00E+00;1.54E-08
8.1;0.25;0;0.00E+00;0.00E+00;1.87E-08
8.1;0.3;0;0.00E+00;0.00E+00;1.53E-08
8.1;0.35;0;0.00E+00;0.00E+00;1.86E-08
8.1;0.4;0;0.00E+00;0.00E+00;1.53E-08
8.1;0.45;0;0.00E+00;0.00E+00;1.85E-08
8.1;0.5;0;0.00E+00;0.00E+00;1.53E-08
8.1;0.55;0;0.00E+00;0.00E+00;1.85E-08
8.1;0.6;0;0.00E+00;0.00E+00;1.53E-08
8.1;0.65;0;0.00E+00;0.00E+00;1.85E-08
8.1;0.7;0;0.00E+00;0.00E+00;1.54E-08
8.1;0.75;0;0.00E+00;0.00E+00;1.85E-08
8.1;0.8;0;0.00E+00;0.00E+00;1.55E-08
8.1;0.85;0;0.00E+00;0.00E+00;1.85E-08
8.1;0.9;0;0.00E+00;0.00E+00;1.56E-08
8.1;0.95;0;0.00E+00;0.00E+00;1.85E-08
8.1;1;0;0.00E+00;0.00E+00;1.57E-08
8.1;1.05;0;0.00E+00;0.00E+00;1.85E-08
8.1;1.1;0;0.00E+00;0.00E+00;1.58E-08
8.1;1.15;0;0.00E+00;0.00E+00;1.84E-08
8.1;1.2;0;0.00E+00;0.00E+00;1.59E-08
8.1;1.25;0;0.00E+00;0.00E+00;1.84E-08
8.1;1.3;0;0.00E+00;0.00E+00;1.60E-08
8.1;1.35;0;0.00E+00;0.00E+00;1.83E-08
8.1;1.4;0;0.00E+00;0.00E+00;1.61E-08
8.1;1.45;0;0.00E+00;0.00E+00;1.83E-08
8.1;1.5;0;0.00E+00;0.00E+00;1.62E-08
8.1;1.55;0;0.00E+00;0.00E+00;1.82E-08
8.1;1.6;0;0.00E+00;0.00E+00;1.63E-08
8.1;1.65;0;0.00E+00;0.00E+00;1.82E-08
8.1;1.7;0;0.00E+00;0.00E+00;1.64E-08
8.1;1.75;0;0.00E+00;0.00E+00;1.83E-08
8.1;1.8;0;0.00E+00;0.00E+00;1.65E-08
8.1;1.85;0;0.00E+00;0.00E+00;1.83E-08
8.1;1.9;0;0.00E+00;0.00E+00;1.67E-08
8.15;1.9;0;0.00E+00;0.00E+00;1.85E-08
8.2;1.9;0;0.00E+00;0.00E+00;1.66E-08
8.25;1.9;0;0.00E+00;0.00E+00;1.86E-08
8.3;1.9;0;0.00E+00;0.00E+00;1.64E-08
8.35;1.9;0;0.00E+00;0.00E+00;1.88E-08
8.4;1.9;0;0.00E+00;0.00E+00;1.62E-08
8.45;1.9;0;0.00E+00;0.00E+00;1.89E-08
8.5;1.9;0;0.00E+00;0.00E+00;1.60E-08
8.55;1.9;0;0.00E+00;0.00E+00;1.90E-08
8.6;1.9;0;0.00E+00;0.00E+00;1.58E-08
8.65;1.9;0;0.00E+00;0.00E+00;1.91E-08
8.7;1.9;0;0.00E+00;0.00E+00;1.55E-08
8.75;1.9;0;0.00E+00;0.00E+00;1.92E-08
8.8;1.9;0;0.00E+00;0.00E+00;1.54E-08
8.85;1.9;0;0.00E+00;0.00E+00;1.93E-08
8.9;1.9;0;0.00E+00;0.00E+00;1.54E-08
8.95;1.9;0;0.00E+00;0.00E+00;1.94E-08
9;1.9;0;0.00E+00;0.00E+00;1.55E-08
9.05;1.9;0;0.00E+00;0.00E+00;1.95E-08
9.1;1.9;0;0.00E+00;0.00E+00;1.56E-08
9.15;1.9;0;0.00E+00;0.00E+00;1.94E-08
9.2;1.9;0;0.00E+00;0.00E+00;1.56E-08
9.25;1.9;0;0.00E+00;0.00E+00;1.89E-08
9.3;1.9;0;0.00E+00;0.00E+00;1.51E-08
9.35;1.9;0;0.00E+00;0.00E+00;1.79E-08
9.4;1.9;0;0.00E+00;0.00E+00;1.42E-08
9.45;1.9;0;0.00E+00;0.00E+00;1.63E-08
9.5;1.9;0;0.00E+00;0.00E+00;1.26E-08
9.55;1.9;0;0.00E+00;0.00E+00;1.39E-08
9.6;1.9;0;0.00E+00;0.00E+00;1.04E-08
9.65;1.9;0;0.00E+00;0.00E+00;1.10E-08
9.7;1.9;0;0.00E+00;0.00E+00;7.64E-09
9.75;1.9;0;0.00E+00;0.00E+00;7.51E-09
9.8;1.9;0;0.00E+00;0.00E+00;4.62E-09
9.85;1.9;0;0.00E+00;0.00E+00;3.99E-09
9.9;1.9;0;0.00E+00;0.00E+00;1.83E-09
9.95;1.9;0;0.00E+00;0.00E+00;1.02E-09
10;1.9;0;0.00E+00;0.00E+00;0.00E+00
8.05;0;0;0.00E+00;0.00E+00;1.90E-08
8.05;0.05;0;0.00E+00;0.00E+00;1.60E-08
8.05;0.1;0;0.00E+00;0.00E+00;1.89E-08
8.05;0.15;0;0.00E+00;0.00E+00;1.58E-08
8.05;0.2;0;0.00E+00;0.00E+00;1.87E-08
8.05;0.25;0;0.00E+00;0.00E+00;1.57E-08
8.05;0.3;0;0.00E+00;0.00E+00;1.86E-08
8.05;0.35;0;0.00E+00;0.00E+00;1.56E-08
8.05;0.4;0;0.00E+00;0.00E+00;1.86E-08
8.05;0.45;0;0.00E+00;0.00E+00;1.56E-08
8.05;0.5;0;0.00E+00;0.00E+00;1.85E-08
8.05;0.55;0;0.00E+00;0.00E+00;1.56E-08
8.05;0.6;0;0.00E+00;0.00E+00;1.85E-08
8.05;0.65;0;0.00E+00;0.00E+00;1.57E-08
8.05;0.7;0;0.00E+00;0.00E+00;1.85E-08
8.05;0.75;0;0.00E+00;0.00E+00;1.58E-08
8.05;0.8;0;0.00E+00;0.00E+00;1.85E-08
8.05;0.85;0;0.00E+00;0.00E+00;1.59E-08
8.05;0.9;0;0.00E+00;0.00E+00;1.85E-08
8.05;0.95;0;0.00E+00;0.00E+00;1.60E-08
8.05;1;0;0.00E+00;0.00E+00;1.85E-08
8.05;1.05;0;0.00E+00;0.00E+00;1.60E-08
8.05;1.1;0;0.00E+00;0.00E+00;1.84E-08
8.05;1.15;0;0.00E+00;0.00E+00;1.61E-08
8.05;1.2;0;0.00E+00;0.00E+00;1.84E-08
8.05;1.25;0;0.00E+00;0.00E+00;1.61E-08
8.05;1.3;0;0.00E+00;0.00E+00;1.83E-08
8.05;1.35;0;0.00E+00;0.00E+00;1.62E-08
8.05;1.4;0;0.00E+00;0.00E+00;1.82E-08
8.05;1.45;0;0.00E+00;0.00E+00;1.63E-08
8.05;1.5;0;0.00E+00;0.00E+00;1.82E-08
8.05;1.55;0;0.00E+00;0.00E+00;1.64E-08
8.05;1.6;0;0.00E+00;0.00E+00;1.82E-08
8.05;1.65;0;0.00E+00;0.00E+00;1.65E-08
8.05;1.7;0;0.00E+00;0.00E+00;1.82E-08
8.05;1.75;0;0.00E+00;0.00E+00;1.66E-08
8.05;1.8;0;0.00E+00;0.00E+00;1.82E-08
8.05;1.85;0;0.00E+00;0.00E+00;1.67E-08
8.05;1.9;0;0.00E+00;0.00E+00;1.83E-08
8.05;1.95;0;0.00E+00;0.00E+00;1.68E-08
8.1;1.95;0;0.00E+00;0.00E+00;1.84E-08
8.15;1.95;0;0.00E+00;0.00E+00;1.67E-08
8.2;1.95;0;0.00E+00;0.00E+00;1.86E-08
8.25;1.95;0;0.00E+00;0.00E+00;1.66E-08
8.3;1.95;0;0.00E+00;0.00E+00;1.88E-08
8.35;1.95;0;0.00E+00;0.00E+00;1.65E-08
8.4;1.95;0;0.00E+00;0.00E+00;1.90E-08
8.45;1.95;0;0.00E+00;0.00E+00;1.64E-08
8.5;1.95;0;0.00E+00;0.00E+00;1.92E-08
8.55;1.95;0;0.00E+00;0.00E+00;1.62E-08
8.6;1.95;0;0.00E+00;0.00E+00;1.94E-08
8.65;1.95;0;0.00E+00;0.00E+00;1.60E-08
8.7;1.95;0;0.00E+00;0.00E+00;1.95E-08
8.75;1.95;0;0.00E+00;0.00E+00;1.59E-08
8.8;1.95;0;0.00E+00;0.00E+00;1.96E-08
8.85;1.95;0;0.00E+00;0.00E+00;1.59E-08
8.9;1.95;0;0.00E+00;0.00E+00;1.98E-08
8.95;1.95;0;0.00E+00;0.00E+00;1.60E-08
9;1.95;0;0.00E+00;0.00E+00;1.99E-08
9.05;1.95;0;0.00E+00;0.00E+00;1.61E-08
9.1;1.95;0;0.00E+00;0.00E+00;1.99E-08
9.15;1.95;0;0.00E+00;0.00E+00;1.61E-08
9.2;1.95;0;0.00E+00;0.00E+00;1.96E-08
9.25;1.95;0;0.00E+00;0.00E+00;1.58E-08
9.3;1.95;0;0.00E+00;0.00E+00;1.88E-08
9.35;1.95;0;0.00E+00;0.00E+00;1.51E-08
9.4;1.95;0;0.00E+00;0.00E+00;1.74E-08
9.45;1.95;0;0.00E+00;0.00E+00;1.38E-08
9.5;1.95;0;0.00E+00;0.00E+00;1.54E-08
9.55;1.95;0;0.00E+00;0.00E+00;1.18E-08
9.6;1.95;0;0.00E+00;0.00E+00;1.27E-08
9.65;1.95;0;0.00E+00;0.00E+00;9.25E-09
9.7;1.95;0;0.00E+00;0.00E+00;9.38E-09
9.75;1.95;0;0.00E+00;0.00E+00;6.26E-09
9.8;1.95;0;0.00E+00;0.00E+00;5.79E-09
9.85;1.95;0;0.00E+00;0.00E+00;3.22E-09
9.9;1.95;0;0.00E+00;0.00E+00;2.42E-09
9.95;1.95;0;0.00E+00;0.00E+00;7.63E-10
10;1.95;0;0.00E+00;0.00E+00;0.00E+00
8;0;0;0.00E+00;0.00E+00;1.62E-08
8;0.05;0;0.00E+00;0.00E+00;1.88E-08
8;0.1;0;0.00E+00;0.00E+00;1.61E-08
8;0.15;0;0.00E+00;0.00E+00;1.87E-08
8;0.2;0;0.00E+00;0.00E+00;1.60E-08
8;0.25;0;0.00E+00;0.00E+00;1.86E-08
8;0.3;0;0.00E+00;0.00E+00;1.59E-08
8;0.35;0;0.00E+00;0.00E+00;1.86E-08
8;0.4;0;0.00E+00;0.00E+00;1.59E-08
8;0.45;0;0.00E+00;0.00E+00;1.85E-08
8;0.5;0;0.00E+00;0.00E+00;1.59E-08
8;0.55;0;0.00E+00;0.00E+00;1.85E-08
8;0.6;0;0.00E+00;0.00E+00;1.59E-08
8;0.65;0;0.00E+00;0.00E+00;1.85E-08
8;0.7;0;0.00E+00;0.00E+00;1.60E-08
8;0.75;0;0.00E+00;0.00E+00;1.85E-08
8;0.8;0;0.00E+00;0.00E+00;1.61E-08
8;0.85;0;0.00E+00;0.00E+00;1.85E-08
8;0.9;0;0.00E+00;0.00E+00;1.61E-08
8;0.95;0;0.00E+00;0.00E+00;1.84E-08
8;1;0;0.00E+00;0.00E+00;1.62E-08
8;1.05;0;0.00E+00;0.00E+00;1.84E-08
8;1.1;0;0.00E+00;0.00E+00;1.62E-08
8;1.15;0;0.00E+00;0.00E+00;1.83E-08
8;1.2;0;0.00E+00;0.00E+00;1.63E-08
8;1.25;0;0.00E+00;0.00E+00;1.83E-08
8;1.3;0;0.00E+00;0.00E+00;1.63E-08
8;1.35;0;0.00E+00;0.00E+00;1.82E-08
8;1.4;0;0.00E+00;0.00E+00;1.64E-08
8;1.45;0;0.00E+00;0.00E+00;1.82E-08
8;1.5;0;0.00E+00;0.00E+00;1.64E-08
8;1.55;0;0.00E+00;0.00E+00;1.81E-08
8;1.6;0;0.00E+00;0.00E+00;1.65E-08
8;1.65;0;0.00E+00;0.00E+00;1.81E-08
8;1.7;0;0.00E+00;0.00E+00;1.66E-08
8;1.75;0;0.00E+00;0.00E+00;1.81E-08
8;1.8;0;0.00E+00;0.00E+00;1.67E-08
8;1.85;0;0.00E+00;0.00E+00;1.82E-08
8;1.9;0;0.00E+00;0.00E+00;1.68E-08
8;1.95;0;0.00E+00;0.00E+00;1.82E-08
8;2;0;0.00E+00;0.00E+00;1.68E-08
8.05;2;0;0.00E+00;0.00E+00;1.84E-08
8.1;2;0;0.00E+00;0.00E+00;1.68E-08
8.15;2;0;0.00E+00;0.00E+00;1.86E-08
8.2;2;0;0.00E+00;0.00E+00;1.68E-08
8.25;2;0;0.00E+00;0.00E+00;1.89E-08
8.3;2;0;0.00E+00;0.00E+00;1.67E-08
8.35;2;0;0.00E+00;0.00E+00;1.91E-08
8.4;2;0;0.00E+00;0.00E+00;1.66E-08
8.45;2;0;0.00E+00;0.00E+00;1.94E-08
8.5;2;0;0.00E+00;0.00E+00;1.66E-08
8.55;2;0;0.00E+00;0.00E+00;1.96E-08
8.6;2;0;0.00E+00;0.00E+00;1.65E-08
8.65;2;0;0.00E+00;0.00E+00;1.98E-08
8.7;2;0;0.00E+00;0.00E+00;1.64E-08
8.75;2;0;0.00E+00;0.00E+00;2.00E-08
8.8;2;0;0.00E+00;0.00E+00;1.64E-08
8.85;2;0;0.00E+00;0.00E+00;2.01E-08
8.9;2;0;0.00E+00;0.00E+00;1.64E-08
8.95;2;0;0.00E+00;0.00E+00;2.03E-08
9;2;0;0.00E+00;0.00E+00;1.65E-08
9.05;2;0;0.00E+00;0.00E+00;2.04E-08
9.1;2;0;0.00E+00;0.00E+00;1.66E-08
9.15;2;0;0.00E+00;0.00E+00;2.02E-08
9.2;2;0;0.00E+00;0.00E+00;1.64E-08
9.25;2;0;0.00E+00;0.00E+00;1.96E-08
9.3;2;0;0.00E+00;0.00E+00;1.59E-08
9.35;2;0;0.00E+00;0.00E+00;1.85E-08
9.4;2;0;0.00E+00;0.00E+00;1.48E-08
9.45;2;0;0.00E+00;0.00E+00;1.68E-08
9.5;2;0;0.00E+00;0.00E+00;1.31E-08
9.55;2;0;0.00E+00;0.00E+00;1.43E-08
9.6;2;0;0.00E+00;0.00E+00;1.08E-08
9.65;2;0;0.00E+00;0.00E+00;1.12E-08
9.7;2;0;0.00E+00;0.00E+00;7.93E-09
9.75;2;0;0.00E+00;0.00E+00;7.70E-09
9.8;2;0;0.00E+00;0.00E+00;4.80E-09
9.85;2;0;0.00E+00;0.00E+00;4.09E-09
9.9;2;0;0.00E+00;0.00E+00;1.91E-09
9.95;2;0;0.00E+00;0.00E+00;1.05E-09
10;2;0;0.00E+00;0.00E+00;0.00E+00
7.95;0;0;0.00E+00;0.00E+00;1.88E-08
7.95;0.05;0;0.00E+00;0.00E+00;1.63E-08
7.95;0.1;0;0.00E+00;0.00E+00;1.87E-08
7.95;0.15;0;0.00E+00;0.00E+00;1.62E-08
7.95;0.2;0;0.00E+00;0.00E+00;1.86E-08
7.95;0.25;0;0.00E+00;0.00E+00;1.62E-08
7.95;0.3;0;0.00E+00;0.00E+00;1.85E-08
7.95;0.35;0;0.00E+00;0.00E+00;1.61E-08
7.95;0.4;0;0.00E+00;0.00E+00;1.85E-08
7.95;0.45;0;0.00E+00;0.00E+00;1.61E-08
7.95;0.5;0;0.00E+00;0.00E+00;1.85E-08
7.95;0.55;0;0.00E+00;0.00E+00;1.61E-08
7.95;0.6;0;0.00E+00;0.00E+00;1.84E-08
7.95;0.65;0;0.00E+00;0.00E+00;1.62E-08
7.95;0.7;0;0.00E+00;0.00E+00;1.84E-08
7.95;0.75;0;0.00E+00;0.00E+00;1.62E-08
7.95;0.8;0;0.00E+00;0.00E+00;1.84E-08
7.95;0.85;0;0.00E+00;0.00E+00;1.63E-08
7.95;0.9;0;0.00E+00;0.00E+00;1.84E-08
7.95;0.95;0;0.00E+00;0.00E+00;1.63E-08
7.95;1;0;0.00E+00;0.00E+00;1.84E-08
7.95;1.05;0;0.00E+00;0.00E+00;1.64E-08
7.95;1.1;0;0.00E+00;0.00E+00;1.83E-08
7.95;1.15;0;0.00E+00;0.00E+00;1.64E-08
7.95;1.2;0;0.00E+00;0.00E+00;1.83E-08
7.95;1.25;0;0.00E+00;0.00E+00;1.64E-08
7.95;1.3;0;0.00E+00;0.00E+00;1.82E-08
7.95;1.35;0;0.00E+00;0.00E+00;1.65E-08
7.95;1.4;0;0.00E+00;0.00E+00;1.81E-08
7.95;1.45;0;0.00E+00;0.00E+00;1.65E-08
7.95;1.5;0;0.00E+00;0.00E+00;1.81E-08
7.95;1.55;0;0.00E+00;0.00E+00;1.66E-08
7.95;1.6;0;0.00E+00;0.00E+00;1.81E-08
7.95;1.65;0;0.00E+00;0.00E+00;1.66E-08
7.95;1.7;0;0.00E+00;0.00E+00;1.81E-08
7.95;1.75;0;0.00E+00;0.00E+00;1.67E-08
7.95;1.8;0;0.00E+00;0.00E+00;1.81E-08
7.95;1.85;0;0.00E+00;0.00E+00;1.68E-08
7.95;1.9;0;0.00E+00;0.00E+00;1.81E-08
7.95;1.95;0;0.00E+00;0.00E+00;1.68E-08
7.95;2;0;0.00E+00;0.00E+00;1.82E-08
7.9;0;0;0.00E+00;0.00E+00;1.65E-08
7.9;0.05;0;0.00E+00;0.00E+00;1.86E-08
7.9;0.1;0;0.00E+00;0.00E+00;1.64E-08
7.9;0.15;0;0.00E+00;0.00E+00;1.86E-08
7.9;0.2;0;0.00E+00;0.00E+00;1.64E-08
7.9;0.25;0;0.00E+00;0.00E+00;1.85E-08
7.9;0.3;0;0.00E+00;0.00E+00;1.63E-08
7.9;0.35;0;0.00E+00;0.00E+00;1.84E-08
7.9;0.4;0;0.00E+00;0.00E+00;1.63E-08
7.9;0.45;0;0.00E+00;0.00E+00;1.84E-08
7.9;0.5;0;0.00E+00;0.00E+00;1.63E-08
7.9;0.55;0;0.00E+00;0.00E+00;1.84E-08
7.9;0.6;0;0.00E+00;0.00E+00;1.63E-08
7.9;0.65;0;0.00E+00;0.00E+00;1.84E-08
7.9;0.7;0;0.00E+00;0.00E+00;1.64E-08
7.9;0.75;0;0.00E+00;0.00E+00;1.84E-08
7.9;0.8;0;0.00E+00;0.00E+00;1.64E-08
7.9;0.85;0;0.00E+00;0.00E+00;1.83E-08
7.9;0.9;0;0.00E+00;0.00E+00;1.64E-08
7.9;0.95;0;0.00E+00;0.00E+00;1.83E-08
7.9;1;0;0.00E+00;0.00E+00;1.65E-08
7.9;1.05;0;0.00E+00;0.00E+00;1.83E-08
7.9;1.1;0;0.00E+00;0.00E+00;1.65E-08
7.9;1.15;0;0.00E+00;0.00E+00;1.82E-08
7.9;1.2;0;0.00E+00;0.00E+00;1.65E-08
7.9;1.25;0;0.00E+00;0.00E+00;1.82E-08
7.9;1.3;0;0.00E+00;0.00E+00;1.66E-08
7.9;1.35;0;0.00E+00;0.00E+00;1.81E-08
7.9;1.4;0;0.00E+00;0.00E+00;1.66E-08
7.9;1.45;0;0.00E+00;0.00E+00;1.81E-08
7.9;1.5;0;0.00E+00;0.00E+00;1.66E-08
7.9;1.55;0;0.00E+00;0.00E+00;1.80E-08
7.9;1.6;0;0.00E+00;0.00E+00;1.67E-08
7.9;1.65;0;0.00E+00;0.00E+00;1.80E-08
7.9;1.7;0;0.00E+00;0.00E+00;1.67E-08
7.9;1.75;0;0.00E+00;0.00E+00;1.80E-08
7.9;1.8;0;0.00E+00;0.00E+00;1.68E-08
7.9;1.85;0;0.00E+00;0.00E+00;1.80E-08
7.9;1.9;0;0.00E+00;0.00E+00;1.68E-08
7.9;1.95;0;0.00E+00;0.00E+00;1.81E-08
7.9;2;0;0.00E+00;0.00E+00;1.69E-08
7.85;0;0;0.00E+00;0.00E+00;1.85E-08
7.85;0.05;0;0.00E+00;0.00E+00;1.66E-08
7.85;0.1;0;0.00E+00;0.00E+00;1.85E-08
7.85;0.15;0;0.00E+00;0.00E+00;1.65E-08
7.85;0.2;0;0.00E+00;0.00E+00;1.84E-08
7.85;0.25;0;0.00E+00;0.00E+00;1.65E-08
7.85;0.3;0;0.00E+00;0.00E+00;1.84E-08
7.85;0.35;0;0.00E+00;0.00E+00;1.65E-08
7.85;0.4;0;0.00E+00;0.00E+00;1.84E-08
7.85;0.45;0;0.00E+00;0.00E+00;1.65E-08
7.85;0.5;0;0.00E+00;0.00E+00;1.83E-08
7.85;0.55;0;0.00E+00;0.00E+00;1.65E-08
7.85;0.6;0;0.00E+00;0.00E+00;1.83E-08
7.85;0.65;0;0.00E+00;0.00E+00;1.65E-08
7.85;0.7;0;0.00E+00;0.00E+00;1.83E-08
7.85;0.75;0;0.00E+00;0.00E+00;1.65E-08
7.85;0.8;0;0.00E+00;0.00E+00;1.83E-08
7.85;0.85;0;0.00E+00;0.00E+00;1.65E-08
7.85;0.9;0;0.00E+00;0.00E+00;1.82E-08
7.85;0.95;0;0.00E+00;0.00E+00;1.66E-08
7.85;1;0;0.00E+00;0.00E+00;1.82E-08
7.85;1.05;0;0.00E+00;0.00E+00;1.66E-08
7.85;1.1;0;0.00E+00;0.00E+00;1.81E-08
7.85;1.15;0;0.00E+00;0.00E+00;1.66E-08
7.85;1.2;0;0.00E+00;0.00E+00;1.81E-08
7.85;1.25;0;0.00E+00;0.00E+00;1.66E-08
7.85;1.3;0;0.00E+00;0.00E+00;1.81E-08
7.85;1.35;0;0.00E+00;0.00E+00;1.67E-08
7.85;1.4;0;0.00E+00;0.00E+00;1.80E-08
7.85;1.45;0;0.00E+00;0.00E+00;1.67E-08
7.85;1.5;0;0.00E+00;0.00E+00;1.80E-08
7.85;1.55;0;0.00E+00;0.00E+00;1.67E-08
7.85;1.6;0;0.00E+00;0.00E+00;1.80E-08
7.85;1.65;0;0.00E+00;0.00E+00;1.67E-08
7.85;1.7;0;0.00E+00;0.00E+00;1.80E-08
7.85;1.75;0;0.00E+00;0.00E+00;1.68E-08
7.85;1.8;0;0.00E+00;0.00E+00;1.80E-08
7.85;1.85;0;0.00E+00;0.00E+00;1.68E-08
7.85;1.9;0;0.00E+00;0.00E+00;1.80E-08
7.85;1.95;0;0.00E+00;0.00E+00;1.69E-08
7.85;2;0;0.00E+00;0.00E+00;1.80E-08
7.8;0;0;0.00E+00;0.00E+00;1.67E-08
7.8;0.05;0;0.00E+00;0.00E+00;1.84E-08
7.8;0.1;0;0.00E+00;0.00E+00;1.66E-08
7.8;0.15;0;0.00E+00;0.00E+00;1.84E-08
7.8;0.2;0;0.00E+00;0.00E+00;1.66E-08
7.8;0.25;0;0.00E+00;0.00E+00;1.83E-08
7.8;0.3;0;0.00E+00;0.00E+00;1.66E-08
7.8;0.35;0;0.00E+00;0.00E+00;1.83E-08
7.8;0.4;0;0.00E+00;0.00E+00;1.66E-08
7.8;0.45;0;0.00E+00;0.00E+00;1.83E-08
7.8;0.5;0;0.00E+00;0.00E+00;1.66E-08
7.8;0.55;0;0.00E+00;0.00E+00;1.82E-08
7.8;0.6;0;0.00E+00;0.00E+00;1.66E-08
7.8;0.65;0;0.00E+00;0.00E+00;1.82E-08
7.8;0.7;0;0.00E+00;0.00E+00;1.66E-08
7.8;0.75;0;0.00E+00;0.00E+00;1.82E-08
7.8;0.8;0;0.00E+00;0.00E+00;1.66E-08
7.8;0.85;0;0.00E+00;0.00E+00;1.82E-08
7.8;0.9;0;0.00E+00;0.00E+00;1.66E-08
7.8;0.95;0;0.00E+00;0.00E+00;1.81E-08
7.8;1;0;0.00E+00;0.00E+00;1.67E-08
7.8;1.05;0;0.00E+00;0.00E+00;1.81E-08
7.8;1.1;0;0.00E+00;0.00E+00;1.67E-08
7.8;1.15;0;0.00E+00;0.00E+00;1.81E-08
7.8;1.2;0;0.00E+00;0.00E+00;1.67E-08
7.8;1.25;0;0.00E+00;0.00E+00;1.80E-08
7.8;1.3;0;0.00E+00;0.00E+00;1.67E-08
7.8;1.35;0;0.00E+00;0.00E+00;1.80E-08
7.8;1.4;0;0.00E+00;0.00E+00;1.67E-08
7.8;1.45;0;0.00E+00;0.00E+00;1.79E-08
7.8;1.5;0;0.00E+00;0.00E+00;1.68E-08
7.8;1.55;0;0.00E+00;0.00E+00;1.79E-08
7.8;1.6;0;0.00E+00;0.00E+00;1.68E-08
7.8;1.65;0;0.00E+00;0.00E+00;1.79E-08
7.8;1.7;0;0.00E+00;0.00E+00;1.68E-08
7.8;1.75;0;0.00E+00;0.00E+00;1.79E-08
7.8;1.8;0;0.00E+00;0.00E+00;1.68E-08
7.8;1.85;0;0.00E+00;0.00E+00;1.79E-08
7.8;1.9;0;0.00E+00;0.00E+00;1.69E-08
