Points:0;Points:1;Points:2;u_x;u_y;u_z
5.7;0.55;0;0.00E+00;0.00E+00;7.14E-05
5.7;0.6;0;0.00E+00;0.00E+00;7.08E-05
5.7;0.65;0;0.00E+00;0.00E+00;7.15E-05
5.7;0.7;0;0.00E+00;0.00E+00;7.10E-05
5.7;0.75;0;0.00E+00;0.00E+00;7.17E-05
5.7;0.8;0;0.00E+00;0.00E+00;7.11E-05
5.7;0.85;0;0.00E+00;0.00E+00;7.18E-05
5.7;0.9;0;0.00E+00;0.00E+00;7.13E-05
5.7;0.95;0;0.00E+00;0.00E+00;7.20E-05
5.7;1;0;0.00E+00;0.00E+00;7.15E-05
5.7;1.05;0;0.00E+00;0.00E+00;7.21E-05
5.7;1.1;0;0.00E+00;0.00E+00;7.16E-05
5.7;1.15;0;0.00E+00;0.00E+00;7.23E-05
5.7;1.2;0;0.00E+00;0.00E+00;7.18E-05
5.7;1.25;0;0.00E+00;0.00E+00;7.24E-05
5.7;1.3;0;0.00E+00;0.00E+00;7.19E-05
5.7;1.35;0;0.00E+00;0.00E+00;7.26E-05
5.7;1.4;0;0.00E+00;0.00E+00;7.21E-05
5.7;1.45;0;0.00E+00;0.00E+00;7.27E-05
5.7;1.5;0;0.00E+00;0.00E+00;7.22E-05
5.7;1.55;0;0.00E+00;0.00E+00;7.29E-05
5.7;1.6;0;0.00E+00;0.00E+00;7.24E-05
5.7;1.65;0;0.00E+00;0.00E+00;7.30E-05
5.7;1.7;0;0.00E+00;0.00E+00;7.25E-05
5.7;1.75;0;0.00E+00;0.00E+00;7.32E-05
5.7;1.8;0;0.00E+00;0.00E+00;7.27E-05
5.7;1.85;0;0.00E+00;0.00E+00;7.33E-05
5.7;1.9;0;0.00E+00;0.00E+00;7.28E-05
5.7;1.95;0;0.00E+00;0.00E+00;7.35E-05
5.7;2;0;0.00E+00;0.00E+00;7.30E-05
5.75;0;0;0.00E+00;0.00E+00;7.11E-05
5.75;0.05;0;0.00E+00;0.00E+00;7.06E-05
5.75;0.1;0;0.00E+00;0.00E+00;7.13E-05
5.75;0.15;0;0.00E+00;0.00E+00;7.07E-05
5.75;0.2;0;0.00E+00;0.00E+00;7.14E-05
5.75;0.25;0;0.00E+00;0.00E+00;7.09E-05
5.75;0.3;0;0.00E+00;0.00E+00;7.16E-05
5.75;0.35;0;0.00E+00;0.00E+00;7.10E-05
5.75;0.4;0;0.00E+00;0.00E+00;7.17E-05
5.75;0.45;0;0.00E+00;0.00E+00;7.12E-05
5.75;0.5;0;0.00E+00;0.00E+00;7.19E-05
5.75;0.55;0;0.00E+00;0.00E+00;7.13E-05
5.75;0.6;0;0.00E+00;0.00E+00;7.20E-05
5.75;0.65;0;0.00E+00;0.00E+00;7.15E-05
5.75;0.7;0;0.00E+00;0.00E+00;7.22E-05
5.75;0.75;0;0.00E+00;0.00E+00;7.16E-05
5.75;0.8;0;0.00E+00;0.00E+00;7.23E-05
5.75;0.85;0;0.00E+00;0.00E+00;7.18E-05
5.75;0.9;0;0.00E+00;0.00E+00;7.25E-05
5.75;0.95;0;0.00E+00;0.00E+00;7.19E-05
5.75;1;0;0.00E+00;0.00E+00;7.26E-05
5.75;1.05;0;0.00E+00;0.00E+00;7.21E-05
5.75;1.1;0;0.00E+00;0.00E+00;7.28E-05
5.75;1.15;0;0.00E+00;0.00E+00;7.22E-05
5.75;1.2;0;0.00E+00;0.00E+00;7.29E-05
5.75;1.25;0;0.00E+00;0.00E+00;7.24E-05
5.75;1.3;0;0.00E+00;0.00E+00;7.31E-05
5.75;1.35;0;0.00E+00;0.00E+00;7.25E-05
5.75;1.4;0;0.00E+00;0.00E+00;7.32E-05
5.75;1.45;0;0.00E+00;0.00E+00;7.27E-05
5.75;1.5;0;0.00E+00;0.00E+00;7.34E-05
5.75;1.55;0;0.00E+00;0.00E+00;7.28E-05
5.75;1.6;0;0.00E+00;0.00E+00;7.35E-05
5.75;1.65;0;0.00E+00;0.00E+00;7.30E-05
5.75;1.7;0;0.00E+00;0.00E+00;7.37E-05
5.75;1.75;0;0.00E+00;0.00E+00;7.31E-05
5.75;1.8;0;0.00E+00;0.00E+00;7.38E-05
5.75;1.85;0;0.00E+00;0.00E+00;7.33E-05
5.75;1.9;0;0.00E+00;0.00E+00;7.40E-05
5.75;1.95;0;0.00E+00;0.00E+00;7.34E-05
5.75;2;0;0.00E+00;0.00E+00;7.41E-05
5.8;0;0;0.00E+00;0.00E+00;7.11E-05
5.8;0.05;0;0.00E+00;0.00E+00;7.17E-05
5.8;0.1;0;0.00E+00;0.00E+00;7.12E-05
5.8;0.15;0;0.00E+00;0.00E+00;7.19E-05
5.8;0.2;0;0.00E+00;0.00E+00;7.14E-05
5.8;0.25;0;0.00E+00;0.00E+00;7.20E-05
5.8;0.3;0;0.00E+00;0.00E+00;7.15E-05
5.8;0.35;0;0.00E+00;0.00E+00;7.22E-05
5.8;0.4;0;0.00E+00;0.00E+00;7.17E-05
5.8;0.45;0;0.00E+00;0.00E+00;7.23E-05
5.8;0.5;0;0.00E+00;0.00E+00;7.18E-05
5.8;0.55;0;0.00E+00;0.00E+00;7.25E-05
5.8;0.6;0;0.00E+00;0.00E+00;7.20E-05
5.8;0.65;0;0.00E+00;0.00E+00;7.26E-05
5.8;0.7;0;0.00E+00;0.00E+00;7.21E-05
5.8;0.75;0;0.00E+00;0.00E+00;7.28E-05
5.8;0.8;0;0.00E+00;0.00E+00;7.23E-05
5.8;0.85;0;0.00E+00;0.00E+00;7.29E-05
5.8;0.9;0;0.00E+00;0.00E+00;7.24E-05
5.8;0.95;0;0.00E+00;0.00E+00;7.31E-05
5.8;1;0;0.00E+00;0.00E+00;7.26E-05
5.8;1.05;0;0.00E+00;0.00E+00;7.32E-05
5.8;1.1;0;0.00E+00;0.00E+00;7.27E-05
5.8;1.15;0;0.00E+00;0.00E+00;7.34E-05
5.8;1.2;0;0.00E+00;0.00E+00;7.29E-05
5.8;1.25;0;0.00E+00;0.00E+00;7.35E-05
5.8;1.3;0;0.00E+00;0.00E+00;7.30E-05
5.8;1.35;0;0.00E+00;0.00E+00;7.37E-05
5.8;1.4;0;0.00E+00;0.00E+00;7.32E-05
5.8;1.45;0;0.00E+00;0.00E+00;7.38E-05
5.8;1.5;0;0.00E+00;0.00E+00;7.33E-05
5.8;1.55;0;0.00E+00;0.00E+00;7.40E-05
5.8;1.6;0;0.00E+00;0.00E+00;7.35E-05
5.8;1.65;0;0.00E+00;0.00E+00;7.41E-05
5.8;1.7;0;0.00E+00;0.00E+00;7.36E-05
5.8;1.75;0;0.00E+00;0.00E+00;7.43E-05
5.8;1.8;0;0.00E+00;0.00E+00;7.38E-05
5.8;1.85;0;0.00E+00;0.00E+00;7.44E-05
5.8;1.9;0;0.00E+00;0.00E+00;7.39E-05
5.8;1.95;0;0.00E+00;0.00E+00;7.46E-05
5.8;2;0;0.00E+00;0.00E+00;7.41E-05
5.85;0;0;0.00E+00;0.00E+00;7.22E-05
5.85;0.05;0;0.00E+00;0.00E+00;7.17E-05
5.85;0.1;0;0.00E+00;0.00E+00;7.23E-05
5.85;0.15;0;0.00E+00;0.00E+00;7.18E-05
5.85;0.2;0;0.00E+00;0.00E+00;7.25E-05
5.85;0.25;0;0.00E+00;0.00E+00;7.20E-05
5.85;0.3;0;0.00E+00;0.00E+00;7.26E-05
5.85;0.35;0;0.00E+00;0.00E+00;7.21E-05
5.85;0.4;0;0.00E+00;0.00E+00;7.28E-05
5.85;0.45;0;0.00E+00;0.00E+00;7.23E-05
5.85;0.5;0;0.00E+00;0.00E+00;7.29E-05
5.85;0.55;0;0.00E+00;0.00E+00;7.24E-05
5.85;0.6;0;0.00E+00;0.00E+00;7.31E-05
5.85;0.65;0;0.00E+00;0.00E+00;7.26E-05
5.85;0.7;0;0.00E+00;0.00E+00;7.32E-05
5.85;0.75;0;0.00E+00;0.00E+00;7.27E-05
5.85;0.8;0;0.00E+00;0.00E+00;7.34E-05
5.85;0.85;0;0.00E+00;0.00E+00;7.29E-05
5.85;0.9;0;0.00E+00;0.00E+00;7.35E-05
5.85;0.95;0;0.00E+00;0.00E+00;7.30E-05
5.85;1;0;0.00E+00;0.00E+00;7.37E-05
5.85;1.05;0;0.00E+00;0.00E+00;7.32E-05
5.85;1.1;0;0.00E+00;0.00E+00;7.38E-05
5.85;1.15;0;0.00E+00;0.00E+00;7.33E-05
5.85;1.2;0;0.00E+00;0.00E+00;7.40E-05
5.85;1.25;0;0.00E+00;0.00E+00;7.35E-05
5.85;1.3;0;0.00E+00;0.00E+00;7.41E-05
5.85;1.35;0;0.00E+00;0.00E+00;7.36E-05
5.85;1.4;0;0.00E+00;0.00E+00;7.43E-05
5.85;1.45;0;0.00E+00;0.00E+00;7.38E-05
5.85;1.5;0;0.00E+00;0.00E+00;7.44E-05
5.85;1.55;0;0.00E+00;0.00E+00;7.39E-05
5.85;1.6;0;0.00E+00;0.00E+00;7.46E-05
5.85;1.65;0;0.00E+00;0.00E+00;7.41E-05
5.85;1.7;0;0.00E+00;0.00E+00;7.47E-05
5.85;1.75;0;0.00E+00;0.00E+00;7.42E-05
5.85;1.8;0;0.00E+00;0.00E+00;7.49E-05
5.85;1.85;0;0.00E+00;0.00E+00;7.44E-05
5.85;1.9;0;0.00E+00;0.00E+00;7.50E-05
5.85;1.95;0;0.00E+00;0.00E+00;7.45E-05
5.85;2;0;0.00E+00;0.00E+00;7.52E-05
5.9;0;0;0.00E+00;0.00E+00;7.21E-05
5.9;0.05;0;0.00E+00;0.00E+00;7.28E-05
5.9;0.1;0;0.00E+00;0.00E+00;7.23E-05
5.9;0.15;0;0.00E+00;0.00E+00;7.29E-05
5.9;0.2;0;0.00E+00;0.00E+00;7.24E-05
5.9;0.25;0;0.00E+00;0.00E+00;7.31E-05
5.9;0.3;0;0.00E+00;0.00E+00;7.26E-05
5.9;0.35;0;0.00E+00;0.00E+00;7.32E-05
5.9;0.4;0;0.00E+00;0.00E+00;7.27E-05
5.9;0.45;0;0.00E+00;0.00E+00;7.34E-05
5.9;0.5;0;0.00E+00;0.00E+00;7.29E-05
5.9;0.55;0;0.00E+00;0.00E+00;7.35E-05
5.9;0.6;0;0.00E+00;0.00E+00;7.30E-05
5.9;0.65;0;0.00E+00;0.00E+00;7.37E-05
5.9;0.7;0;0.00E+00;0.00E+00;7.32E-05
5.9;0.75;0;0.00E+00;0.00E+00;7.38E-05
5.9;0.8;0;0.00E+00;0.00E+00;7.33E-05
5.9;0.85;0;0.00E+00;0.00E+00;7.40E-05
5.9;0.9;0;0.00E+00;0.00E+00;7.35E-05
5.9;0.95;0;0.00E+00;0.00E+00;7.41E-05
5.9;1;0;0.00E+00;0.00E+00;7.36E-05
5.9;1.05;0;0.00E+00;0.00E+00;7.43E-05
5.9;1.1;0;0.00E+00;0.00E+00;7.38E-05
5.9;1.15;0;0.00E+00;0.00E+00;7.44E-05
5.9;1.2;0;0.00E+00;0.00E+00;7.39E-05
5.9;1.25;0;0.00E+00;0.00E+00;7.46E-05
5.9;1.3;0;0.00E+00;0.00E+00;7.41E-05
5.9;1.35;0;0.00E+00;0.00E+00;7.47E-05
5.9;1.4;0;0.00E+00;0.00E+00;7.42E-05
5.9;1.45;0;0.00E+00;0.00E+00;7.49E-05
5.9;1.5;0;0.00E+00;0.00E+00;7.44E-05
5.9;1.55;0;0.00E+00;0.00E+00;7.50E-05
5.9;1.6;0;0.00E+00;0.00E+00;7.45E-05
5.9;1.65;0;0.00E+00;0.00E+00;7.52E-05
5.9;1.7;0;0.00E+00;0.00E+00;7.47E-05
5.9;1.75;0;0.00E+00;0.00E+00;7.53E-05
5.9;1.8;0;0.00E+00;0.00E+00;7.48E-05
5.9;1.85;0;0.00E+00;0.00E+00;7.55E-05
5.9;1.9;0;0.00E+00;0.00E+00;7.50E-05
5.9;1.95;0;0.00E+00;0.00E+00;7.56E-05
5.9;2;0;0.00E+00;0.00E+00;7.51E-05
5.95;0;0;0.00E+00;0.00E+00;7.32E-05
5.95;0.05;0;0.00E+00;0.00E+00;7.27E-05
5.95;0.1;0;0.00E+00;0.00E+00;7.34E-05
5.95;0.15;0;0.00E+00;0.00E+00;7.29E-05
5.95;0.2;0;0.00E+00;0.00E+00;7.35E-05
5.95;0.25;0;0.00E+00;0.00E+00;7.30E-05
5.95;0.3;0;0.00E+00;0.00E+00;7.37E-05
5.95;0.35;0;0.00E+00;0.00E+00;7.32E-05
5.95;0.4;0;0.00E+00;0.00E+00;7.38E-05
5.95;0.45;0;0.00E+00;0.00E+00;7.33E-05
5.95;0.5;0;0.00E+00;0.00E+00;7.40E-05
5.95;0.55;0;0.00E+00;0.00E+00;7.35E-05
5.95;0.6;0;0.00E+00;0.00E+00;7.41E-05
5.95;0.65;0;0.00E+00;0.00E+00;7.36E-05
5.95;0.7;0;0.00E+00;0.00E+00;7.43E-05
5.95;0.75;0;0.00E+00;0.00E+00;7.38E-05
5.95;0.8;0;0.00E+00;0.00E+00;7.44E-05
5.95;0.85;0;0.00E+00;0.00E+00;7.39E-05
5.95;0.9;0;0.00E+00;0.00E+00;7.46E-05
5.95;0.95;0;0.00E+00;0.00E+00;7.41E-05
5.95;1;0;0.00E+00;0.00E+00;7.47E-05
5.95;1.05;0;0.00E+00;0.00E+00;7.42E-05
5.95;1.1;0;0.00E+00;0.00E+00;7.49E-05
5.95;1.15;0;0.00E+00;0.00E+00;7.44E-05
5.95;1.2;0;0.00E+00;0.00E+00;7.50E-05
5.95;1.25;0;0.00E+00;0.00E+00;7.45E-05
5.95;1.3;0;0.00E+00;0.00E+00;7.52E-05
5.95;1.35;0;0.00E+00;0.00E+00;7.47E-05
5.95;1.4;0;0.00E+00;0.00E+00;7.53E-05
5.95;1.45;0;0.00E+00;0.00E+00;7.48E-05
5.95;1.5;0;0.00E+00;0.00E+00;7.55E-05
5.95;1.55;0;0.00E+00;0.00E+00;7.50E-05
5.95;1.6;0;0.00E+00;0.00E+00;7.56E-05
5.95;1.65;0;0.00E+00;0.00E+00;7.51E-05
5.95;1.7;0;0.00E+00;0.00E+00;7.58E-05
5.95;1.75;0;0.00E+00;0.00E+00;7.53E-05
5.95;1.8;0;0.00E+00;0.00E+00;7.59E-05
5.95;1.85;0;0.00E+00;0.00E+00;7.54E-05
5.95;1.9;0;0.00E+00;0.00E+00;7.61E-05
5.95;1.95;0;0.00E+00;0.00E+00;7.56E-05
5.95;2;0;0.00E+00;0.00E+00;7.62E-05
6;0;0;0.00E+00;0.00E+00;7.31E-05
6;0.05;0;0.00E+00;0.00E+00;7.38E-05
6;0.1;0;0.00E+00;0.00E+00;7.33E-05
6;0.15;0;0.00E+00;0.00E+00;7.40E-05
6;0.2;0;0.00E+00;0.00E+00;7.34E-05
6;0.25;0;0.00E+00;0.00E+00;7.41E-05
6;0.3;0;0.00E+00;0.00E+00;7.36E-05
6;0.35;0;0.00E+00;0.00E+00;7.42E-05
6;0.4;0;0.00E+00;0.00E+00;7.37E-05
6;0.45;0;0.00E+00;0.00E+00;7.44E-05
6;0.5;0;0.00E+00;0.00E+00;7.39E-05
6;0.55;0;0.00E+00;0.00E+00;7.45E-05
6;0.6;0;0.00E+00;0.00E+00;7.40E-05
6;0.65;0;0.00E+00;0.00E+00;7.47E-05
6;0.7;0;0.00E+00;0.00E+00;7.42E-05
6;0.75;0;0.00E+00;0.00E+00;7.48E-05
6;0.8;0;0.00E+00;0.00E+00;7.43E-05
6;0.85;0;0.00E+00;0.00E+00;7.50E-05
6;0.9;0;0.00E+00;0.00E+00;7.45E-05
6;0.95;0;0.00E+00;0.00E+00;7.51E-05
6;1;0;0.00E+00;0.00E+00;7.46E-05
6;1.05;0;0.00E+00;0.00E+00;7.53E-05
6;1.1;0;0.00E+00;0.00E+00;7.48E-05
6;1.15;0;0.00E+00;0.00E+00;7.54E-05
6;1.2;0;0.00E+00;0.00E+00;7.49E-05
6;1.25;0;0.00E+00;0.00E+00;7.56E-05
6;1.3;0;0.00E+00;0.00E+00;7.51E-05
6;1.35;0;0.00E+00;0.00E+00;7.57E-05
6;1.4;0;0.00E+00;0.00E+00;7.52E-05
6;1.45;0;0.00E+00;0.00E+00;7.59E-05
6;1.5;0;0.00E+00;0.00E+00;7.54E-05
6;1.55;0;0.00E+00;0.00E+00;7.60E-05
6;1.6;0;0.00E+00;0.00E+00;7.55E-05
6;1.65;0;0.00E+00;0.00E+00;7.62E-05
6;1.7;0;0.00E+00;0.00E+00;7.57E-05
6;1.75;0;0.00E+00;0.00E+00;7.63E-05
6;1.8;0;0.00E+00;0.00E+00;7.58E-05
6;1.85;0;0.00E+00;0.00E+00;7.65E-05
6;1.9;0;0.00E+00;0.00E+00;7.60E-05
6;1.95;0;0.00E+00;0.00E+00;7.66E-05
6;2;0;0.00E+00;0.00E+00;7.61E-05
6.05;0;0;0.00E+00;0.00E+00;7.42E-05
6.05;0.05;0;0.00E+00;0.00E+00;7.37E-05
6.05;0.1;0;0.00E+00;0.00E+00;7.44E-05
6.05;0.15;0;0.00E+00;0.00E+00;7.38E-05
6.05;0.2;0;0.00E+00;0.00E+00;7.45E-05
6.05;0.25;0;0.00E+00;0.00E+00;7.40E-05
6.05;0.3;0;0.00E+00;0.00E+00;7.47E-05
6.05;0.35;0;0.00E+00;0.00E+00;7.41E-05
6.05;0.4;0;0.00E+00;0.00E+00;7.48E-05
6.05;0.45;0;0.00E+00;0.00E+00;7.43E-05
6.05;0.5;0;0.00E+00;0.00E+00;7.50E-05
6.05;0.55;0;0.00E+00;0.00E+00;7.44E-05
6.05;0.6;0;0.00E+00;0.00E+00;7.51E-05
6.05;0.65;0;0.00E+00;0.00E+00;7.46E-05
6.05;0.7;0;0.00E+00;0.00E+00;7.53E-05
6.05;0.75;0;0.00E+00;0.00E+00;7.47E-05
6.05;0.8;0;0.00E+00;0.00E+00;7.54E-05
6.05;0.85;0;0.00E+00;0.00E+00;7.49E-05
6.05;0.9;0;0.00E+00;0.00E+00;7.56E-05
6.05;0.95;0;0.00E+00;0.00E+00;7.50E-05
6.05;1;0;0.00E+00;0.00E+00;7.57E-05
6.05;1.05;0;0.00E+00;0.00E+00;7.52E-05
6.05;1.1;0;0.00E+00;0.00E+00;7.59E-05
6.05;1.15;0;0.00E+00;0.00E+00;7.53E-05
6.05;1.2;0;0.00E+00;0.00E+00;7.60E-05
6.05;1.25;0;0.00E+00;0.00E+00;7.55E-05
6.05;1.3;0;0.00E+00;0.00E+00;7.62E-05
6.05;1.35;0;0.00E+00;0.00E+00;7.56E-05
6.05;1.4;0;0.00E+00;0.00E+00;7.63E-05
6.05;1.45;0;0.00E+00;0.00E+00;7.58E-05
6.05;1.5;0;0.00E+00;0.00E+00;7.65E-05
6.05;1.55;0;0.00E+00;0.00E+00;7.59E-05
6.05;1.6;0;0.00E+00;0.00E+00;7.66E-05
6.05;1.65;0;0.00E+00;0.00E+00;7.61E-05
6.05;1.7;0;0.00E+00;0.00E+00;7.68E-05
6.05;1.75;0;0.00E+00;0.00E+00;7.62E-05
6.05;1.8;0;0.00E+00;0.00E+00;7.69E-05
6.05;1.85;0;0.00E+00;0.00E+00;7.64E-05
6.05;1.9;0;0.00E+00;0.00E+00;7.71E-05
6.05;1.95;0;0.00E+00;0.00E+00;7.65E-05
6.05;2;0;0.00E+00;0.00E+00;7.72E-05
6.1;0;0;0.00E+00;0.00E+00;7.41E-05
6.1;0.05;0;0.00E+00;0.00E+00;7.48E-05
6.1;0.1;0;0.00E+00;0.00E+00;7.42E-05
6.1;0.15;0;0.00E+00;0.00E+00;7.49E-05
6.1;0.2;0;0.00E+00;0.00E+00;7.44E-05
6.1;0.25;0;0.00E+00;0.00E+00;7.51E-05
6.1;0.3;0;0.00E+00;0.00E+00;7.45E-05
6.1;0.35;0;0.00E+00;0.00E+00;7.52E-05
6.1;0.4;0;0.00E+00;0.00E+00;7.47E-05
6.1;0.45;0;0.00E+00;0.00E+00;7.54E-05
6.1;0.5;0;0.00E+00;0.00E+00;7.48E-05
6.1;0.55;0;0.00E+00;0.00E+00;7.55E-05
6.1;0.6;0;0.00E+00;0.00E+00;7.50E-05
6.1;0.65;0;0.00E+00;0.00E+00;7.57E-05
6.1;0.7;0;0.00E+00;0.00E+00;7.51E-05
6.1;0.75;0;0.00E+00;0.00E+00;7.58E-05
6.1;0.8;0;0.00E+00;0.00E+00;7.53E-05
6.1;0.85;0;0.00E+00;0.00E+00;7.60E-05
6.1;0.9;0;0.00E+00;0.00E+00;7.54E-05
6.1;0.95;0;0.00E+00;0.00E+00;7.61E-05
6.1;1;0;0.00E+00;0.00E+00;7.56E-05
6.1;1.05;0;0.00E+00;0.00E+00;7.63E-05
6.1;1.1;0;0.00E+00;0.00E+00;7.57E-05
6.1;1.15;0;0.00E+00;0.00E+00;7.64E-05
6.1;1.2;0;0.00E+00;0.00E+00;7.59E-05
6.1;1.25;0;0.00E+00;0.00E+00;7.66E-05
6.1;1.3;0;0.00E+00;0.00E+00;7.60E-05
6.1;1.35;0;0.00E+00;0.00E+00;7.67E-05
6.1;1.4;0;0.00E+00;0.00E+00;7.62E-05
6.1;1.45;0;0.00E+00;0.00E+00;7.68E-05
6.1;1.5;0;0.00E+00;0.00E+00;7.63E-05
6.1;1.55;0;0.00E+00;0.00E+00;7.70E-05
6.1;1.6;0;0.00E+00;0.00E+00;7.65E-05
6.1;1.65;0;0.00E+00;0.00E+00;7.71E-05
6.1;1.7;0;0.00E+00;0.00E+00;7.66E-05
6.1;1.75;0;0.00E+00;0.00E+00;7.73E-05
6.1;1.8;0;0.00E+00;0.00E+00;7.68E-05
6.1;1.85;0;0.00E+00;0.00E+00;7.74E-05
6.1;1.9;0;0.00E+00;0.00E+00;7.69E-05
6.1;1.95;0;0.00E+00;0.00E+00;7.76E-05
6.1;2;0;0.00E+00;0.00E+00;7.71E-05
6.15;0;0;0.00E+00;0.00E+00;7.52E-05
6.15;0.05;0;0.00E+00;0.00E+00;7.46E-05
6.15;0.1;0;0.00E+00;0.00E+00;7.53E-05
6.15;0.15;0;0.00E+00;0.00E+00;7.48E-05
6.15;0.2;0;0.00E+00;0.00E+00;7.55E-05
6.15;0.25;0;0.00E+00;0.00E+00;7.49E-05
6.15;0.3;0;0.00E+00;0.00E+00;7.56E-05
6.15;0.35;0;0.00E+00;0.00E+00;7.51E-05
6.15;0.4;0;0.00E+00;0.00E+00;7.57E-05
6.15;0.45;0;0.00E+00;0.00E+00;7.52E-05
6.15;0.5;0;0.00E+00;0.00E+00;7.59E-05
6.15;0.55;0;0.00E+00;0.00E+00;7.54E-05
6.15;0.6;0;0.00E+00;0.00E+00;7.60E-05
6.15;0.65;0;0.00E+00;0.00E+00;7.55E-05
6.15;0.7;0;0.00E+00;0.00E+00;7.62E-05
6.15;0.75;0;0.00E+00;0.00E+00;7.57E-05
6.15;0.8;0;0.00E+00;0.00E+00;7.63E-05
6.15;0.85;0;0.00E+00;0.00E+00;7.58E-05
6.15;0.9;0;0.00E+00;0.00E+00;7.65E-05
6.15;0.95;0;0.00E+00;0.00E+00;7.60E-05
6.15;1;0;0.00E+00;0.00E+00;7.66E-05
6.15;1.05;0;0.00E+00;0.00E+00;7.61E-05
6.15;1.1;0;0.00E+00;0.00E+00;7.68E-05
6.15;1.15;0;0.00E+00;0.00E+00;7.63E-05
6.15;1.2;0;0.00E+00;0.00E+00;7.69E-05
6.15;1.25;0;0.00E+00;0.00E+00;7.64E-05
6.15;1.3;0;0.00E+00;0.00E+00;7.71E-05
6.15;1.35;0;0.00E+00;0.00E+00;7.66E-05
6.15;1.4;0;0.00E+00;0.00E+00;7.72E-05
6.15;1.45;0;0.00E+00;0.00E+00;7.67E-05
6.15;1.5;0;0.00E+00;0.00E+00;7.74E-05
6.15;1.55;0;0.00E+00;0.00E+00;7.69E-05
6.15;1.6;0;0.00E+00;0.00E+00;7.75E-05
6.15;1.65;0;0.00E+00;0.00E+00;7.70E-05
6.15;1.7;0;0.00E+00;0.00E+00;7.77E-05
6.15;1.75;0;0.00E+00;0.00E+00;7.72E-05
6.15;1.8;0;0.00E+00;0.00E+00;7.78E-05
6.15;1.85;0;0.00E+00;0.00E+00;7.73E-05
6.15;1.9;0;0.00E+00;0.00E+00;7.80E-05
6.15;1.95;0;0.00E+00;0.00E+00;7.75E-05
6.15;2;0;0.00E+00;0.00E+00;7.81E-05
6.2;0;0;0.00E+00;0.00E+00;7.50E-05
6.2;0.05;0;0.00E+00;0.00E+00;7.57E-05
6.2;0.1;0;0.00E+00;0.00E+00;7.52E-05
6.2;0.15;0;0.00E+00;0.00E+00;7.58E-05
6.2;0.2;0;0.00E+00;0.00E+00;7.53E-05
6.2;0.25;0;0.00E+00;0.00E+00;7.60E-05
6.2;0.3;0;0.00E+00;0.00E+00;7.55E-05
6.2;0.35;0;0.00E+00;0.00E+00;7.61E-05
6.2;0.4;0;0.00E+00;0.00E+00;7.56E-05
6.2;0.45;0;0.00E+00;0.00E+00;7.63E-05
6.2;0.5;0;0.00E+00;0.00E+00;7.58E-05
6.2;0.55;0;0.00E+00;0.00E+00;7.64E-05
6.2;0.6;0;0.00E+00;0.00E+00;7.59E-05
6.2;0.65;0;0.00E+00;0.00E+00;7.66E-05
6.2;0.7;0;0.00E+00;0.00E+00;7.61E-05
6.2;0.75;0;0.00E+00;0.00E+00;7.67E-05
6.2;0.8;0;0.00E+00;0.00E+00;7.62E-05
6.2;0.85;0;0.00E+00;0.00E+00;7.69E-05
6.2;0.9;0;0.00E+00;0.00E+00;7.63E-05
6.2;0.95;0;0.00E+00;0.00E+00;7.70E-05
6.2;1;0;0.00E+00;0.00E+00;7.65E-05
6.2;1.05;0;0.00E+00;0.00E+00;7.72E-05
6.2;1.1;0;0.00E+00;0.00E+00;7.66E-05
6.2;1.15;0;0.00E+00;0.00E+00;7.73E-05
6.2;1.2;0;0.00E+00;0.00E+00;7.68E-05
6.2;1.25;0;0.00E+00;0.00E+00;7.75E-05
6.2;1.3;0;0.00E+00;0.00E+00;7.69E-05
6.2;1.35;0;0.00E+00;0.00E+00;7.76E-05
6.2;1.4;0;0.00E+00;0.00E+00;7.71E-05
6.2;1.45;0;0.00E+00;0.00E+00;7.78E-05
6.2;1.5;0;0.00E+00;0.00E+00;7.72E-05
6.2;1.55;0;0.00E+00;0.00E+00;7.79E-05
6.2;1.6;0;0.00E+00;0.00E+00;7.74E-05
6.2;1.65;0;0.00E+00;0.00E+00;7.81E-05
6.2;1.7;0;0.00E+00;0.00E+00;7.75E-05
6.2;1.75;0;0.00E+00;0.00E+00;7.82E-05
6.2;1.8;0;0.00E+00;0.00E+00;7.77E-05
6.2;1.85;0;0.00E+00;0.00E+00;7.84E-05
6.2;1.9;0;0.00E+00;0.00E+00;7.78E-05
6.2;1.95;0;0.00E+00;0.00E+00;7.85E-05
6.2;2;0;0.00E+00;0.00E+00;7.80E-05
6.25;0;0;0.00E+00;0.00E+00;7.60E-05
6.25;0.05;0;0.00E+00;0.00E+00;7.55E-05
6.25;0.1;0;0.00E+00;0.00E+00;7.62E-05
6.25;0.15;0;0.00E+00;0.00E+00;7.57E-05
6.25;0.2;0;0.00E+00;0.00E+00;7.63E-05
6.25;0.25;0;0.00E+00;0.00E+00;7.58E-05
6.25;0.3;0;0.00E+00;0.00E+00;7.65E-05
6.25;0.35;0;0.00E+00;0.00E+00;7.60E-05
6.25;0.4;0;0.00E+00;0.00E+00;7.66E-05
6.25;0.45;0;0.00E+00;0.00E+00;7.61E-05
6.25;0.5;0;0.00E+00;0.00E+00;7.68E-05
6.25;0.55;0;0.00E+00;0.00E+00;7.63E-05
6.25;0.6;0;0.00E+00;0.00E+00;7.69E-05
6.25;0.65;0;0.00E+00;0.00E+00;7.64E-05
6.25;0.7;0;0.00E+00;0.00E+00;7.71E-05
