Points:0;Points:1;Points:2;u_x;u_y;u_z
2.3;0.05;0;0.00E+00;0.00E+00;1.15E-05
2.3;0.1;0;0.00E+00;0.00E+00;1.10E-05
2.3;0.15;0;0.00E+00;0.00E+00;1.16E-05
2.3;0.2;0;0.00E+00;0.00E+00;1.11E-05
2.3;0.25;0;0.00E+00;0.00E+00;1.17E-05
2.3;0.3;0;0.00E+00;0.00E+00;1.12E-05
2.3;0.35;0;0.00E+00;0.00E+00;1.18E-05
2.3;0.4;0;0.00E+00;0.00E+00;1.13E-05
2.3;0.45;0;0.00E+00;0.00E+00;1.20E-05
2.3;0.5;0;0.00E+00;0.00E+00;1.14E-05
2.3;0.55;0;0.00E+00;0.00E+00;1.21E-05
2.3;0.6;0;0.00E+00;0.00E+00;1.15E-05
2.3;0.65;0;0.00E+00;0.00E+00;1.22E-05
2.3;0.7;0;0.00E+00;0.00E+00;1.17E-05
2.3;0.75;0;0.00E+00;0.00E+00;1.24E-05
2.3;0.8;0;0.00E+00;0.00E+00;1.18E-05
2.3;0.85;0;0.00E+00;0.00E+00;1.25E-05
2.3;0.9;0;0.00E+00;0.00E+00;1.20E-05
2.3;0.95;0;0.00E+00;0.00E+00;1.27E-05
2.3;1;0;0.00E+00;0.00E+00;1.22E-05
2.3;1.05;0;0.00E+00;0.00E+00;1.28E-05
2.3;1.1;0;0.00E+00;0.00E+00;1.23E-05
2.3;1.15;0;0.00E+00;0.00E+00;1.30E-05
2.3;1.2;0;0.00E+00;0.00E+00;1.25E-05
2.3;1.25;0;0.00E+00;0.00E+00;1.32E-05
2.3;1.3;0;0.00E+00;0.00E+00;1.27E-05
2.3;1.35;0;0.00E+00;0.00E+00;1.34E-05
2.3;1.4;0;0.00E+00;0.00E+00;1.29E-05
2.3;1.45;0;0.00E+00;0.00E+00;1.36E-05
2.3;1.5;0;0.00E+00;0.00E+00;1.31E-05
2.3;1.55;0;0.00E+00;0.00E+00;1.38E-05
2.3;1.6;0;0.00E+00;0.00E+00;1.33E-05
2.3;1.65;0;0.00E+00;0.00E+00;1.40E-05
2.3;1.7;0;0.00E+00;0.00E+00;1.35E-05
2.3;1.75;0;0.00E+00;0.00E+00;1.42E-05
2.3;1.8;0;0.00E+00;0.00E+00;1.37E-05
2.3;1.85;0;0.00E+00;0.00E+00;1.44E-05
2.3;1.9;0;0.00E+00;0.00E+00;1.39E-05
2.3;1.95;0;0.00E+00;0.00E+00;1.46E-05
2.3;2;0;0.00E+00;0.00E+00;1.41E-05
2.35;0;0;0.00E+00;0.00E+00;1.23E-05
2.35;0.05;0;0.00E+00;0.00E+00;1.18E-05
2.35;0.1;0;0.00E+00;0.00E+00;1.24E-05
2.35;0.15;0;0.00E+00;0.00E+00;1.19E-05
2.35;0.2;0;0.00E+00;0.00E+00;1.25E-05
2.35;0.25;0;0.00E+00;0.00E+00;1.20E-05
2.35;0.3;0;0.00E+00;0.00E+00;1.26E-05
2.35;0.35;0;0.00E+00;0.00E+00;1.21E-05
2.35;0.4;0;0.00E+00;0.00E+00;1.27E-05
2.35;0.45;0;0.00E+00;0.00E+00;1.22E-05
2.35;0.5;0;0.00E+00;0.00E+00;1.29E-05
2.35;0.55;0;0.00E+00;0.00E+00;1.23E-05
2.35;0.6;0;0.00E+00;0.00E+00;1.30E-05
2.35;0.65;0;0.00E+00;0.00E+00;1.25E-05
2.35;0.7;0;0.00E+00;0.00E+00;1.31E-05
2.35;0.75;0;0.00E+00;0.00E+00;1.26E-05
2.35;0.8;0;0.00E+00;0.00E+00;1.33E-05
2.35;0.85;0;0.00E+00;0.00E+00;1.28E-05
2.35;0.9;0;0.00E+00;0.00E+00;1.34E-05
2.35;0.95;0;0.00E+00;0.00E+00;1.29E-05
2.35;1;0;0.00E+00;0.00E+00;1.36E-05
2.35;1.05;0;0.00E+00;0.00E+00;1.31E-05
2.35;1.1;0;0.00E+00;0.00E+00;1.38E-05
2.35;1.15;0;0.00E+00;0.00E+00;1.33E-05
2.35;1.2;0;0.00E+00;0.00E+00;1.40E-05
2.35;1.25;0;0.00E+00;0.00E+00;1.35E-05
2.35;1.3;0;0.00E+00;0.00E+00;1.42E-05
2.35;1.35;0;0.00E+00;0.00E+00;1.37E-05
2.35;1.4;0;0.00E+00;0.00E+00;1.43E-05
2.35;1.45;0;0.00E+00;0.00E+00;1.39E-05
2.35;1.5;0;0.00E+00;0.00E+00;1.45E-05
2.35;1.55;0;0.00E+00;0.00E+00;1.41E-05
2.35;1.6;0;0.00E+00;0.00E+00;1.47E-05
2.35;1.65;0;0.00E+00;0.00E+00;1.43E-05
2.35;1.7;0;0.00E+00;0.00E+00;1.49E-05
2.35;1.75;0;0.00E+00;0.00E+00;1.45E-05
2.35;1.8;0;0.00E+00;0.00E+00;1.52E-05
2.35;1.85;0;0.00E+00;0.00E+00;1.47E-05
2.35;1.9;0;0.00E+00;0.00E+00;1.54E-05
2.35;1.95;0;0.00E+00;0.00E+00;1.49E-05
2.35;2;0;0.00E+00;0.00E+00;1.56E-05
2.4;0;0;0.00E+00;0.00E+00;1.25E-05
2.4;0.05;0;0.00E+00;0.00E+00;1.32E-05
2.4;0.1;0;0.00E+00;0.00E+00;1.27E-05
2.4;0.15;0;0.00E+00;0.00E+00;1.33E-05
2.4;0.2;0;0.00E+00;0.00E+00;1.28E-05
2.4;0.25;0;0.00E+00;0.00E+00;1.34E-05
2.4;0.3;0;0.00E+00;0.00E+00;1.29E-05
2.4;0.35;0;0.00E+00;0.00E+00;1.36E-05
2.4;0.4;0;0.00E+00;0.00E+00;1.30E-05
2.4;0.45;0;0.00E+00;0.00E+00;1.37E-05
2.4;0.5;0;0.00E+00;0.00E+00;1.31E-05
2.4;0.55;0;0.00E+00;0.00E+00;1.38E-05
2.4;0.6;0;0.00E+00;0.00E+00;1.33E-05
2.4;0.65;0;0.00E+00;0.00E+00;1.39E-05
2.4;0.7;0;0.00E+00;0.00E+00;1.34E-05
2.4;0.75;0;0.00E+00;0.00E+00;1.41E-05
2.4;0.8;0;0.00E+00;0.00E+00;1.36E-05
2.4;0.85;0;0.00E+00;0.00E+00;1.42E-05
2.4;0.9;0;0.00E+00;0.00E+00;1.37E-05
2.4;0.95;0;0.00E+00;0.00E+00;1.44E-05
2.4;1;0;0.00E+00;0.00E+00;1.39E-05
2.4;1.05;0;0.00E+00;0.00E+00;1.46E-05
2.4;1.1;0;0.00E+00;0.00E+00;1.41E-05
2.4;1.15;0;0.00E+00;0.00E+00;1.47E-05
2.4;1.2;0;0.00E+00;0.00E+00;1.42E-05
2.4;1.25;0;0.00E+00;0.00E+00;1.49E-05
2.4;1.3;0;0.00E+00;0.00E+00;1.44E-05
2.4;1.35;0;0.00E+00;0.00E+00;1.51E-05
2.4;1.4;0;0.00E+00;0.00E+00;1.46E-05
2.4;1.45;0;0.00E+00;0.00E+00;1.53E-05
2.4;1.5;0;0.00E+00;0.00E+00;1.48E-05
2.4;1.55;0;0.00E+00;0.00E+00;1.55E-05
2.4;1.6;0;0.00E+00;0.00E+00;1.50E-05
2.4;1.65;0;0.00E+00;0.00E+00;1.57E-05
2.4;1.7;0;0.00E+00;0.00E+00;1.52E-05
2.4;1.75;0;0.00E+00;0.00E+00;1.59E-05
2.4;1.8;0;0.00E+00;0.00E+00;1.54E-05
2.4;1.85;0;0.00E+00;0.00E+00;1.61E-05
2.4;1.9;0;0.00E+00;0.00E+00;1.56E-05
2.4;1.95;0;0.00E+00;0.00E+00;1.63E-05
2.4;2;0;0.00E+00;0.00E+00;1.58E-05
2.45;0;0;0.00E+00;0.00E+00;1.40E-05
2.45;0.05;0;0.00E+00;0.00E+00;1.35E-05
2.45;0.1;0;0.00E+00;0.00E+00;1.41E-05
2.45;0.15;0;0.00E+00;0.00E+00;1.36E-05
2.45;0.2;0;0.00E+00;0.00E+00;1.42E-05
2.45;0.25;0;0.00E+00;0.00E+00;1.37E-05
2.45;0.3;0;0.00E+00;0.00E+00;1.44E-05
2.45;0.35;0;0.00E+00;0.00E+00;1.38E-05
2.45;0.4;0;0.00E+00;0.00E+00;1.45E-05
2.45;0.45;0;0.00E+00;0.00E+00;1.40E-05
2.45;0.5;0;0.00E+00;0.00E+00;1.46E-05
2.45;0.55;0;0.00E+00;0.00E+00;1.41E-05
2.45;0.6;0;0.00E+00;0.00E+00;1.48E-05
2.45;0.65;0;0.00E+00;0.00E+00;1.42E-05
2.45;0.7;0;0.00E+00;0.00E+00;1.49E-05
2.45;0.75;0;0.00E+00;0.00E+00;1.44E-05
2.45;0.8;0;0.00E+00;0.00E+00;1.50E-05
2.45;0.85;0;0.00E+00;0.00E+00;1.45E-05
2.45;0.9;0;0.00E+00;0.00E+00;1.52E-05
2.45;0.95;0;0.00E+00;0.00E+00;1.47E-05
2.45;1;0;0.00E+00;0.00E+00;1.54E-05
2.45;1.05;0;0.00E+00;0.00E+00;1.49E-05
2.45;1.1;0;0.00E+00;0.00E+00;1.55E-05
2.45;1.15;0;0.00E+00;0.00E+00;1.50E-05
2.45;1.2;0;0.00E+00;0.00E+00;1.57E-05
2.45;1.25;0;0.00E+00;0.00E+00;1.52E-05
2.45;1.3;0;0.00E+00;0.00E+00;1.59E-05
2.45;1.35;0;0.00E+00;0.00E+00;1.54E-05
2.45;1.4;0;0.00E+00;0.00E+00;1.61E-05
2.45;1.45;0;0.00E+00;0.00E+00;1.56E-05
2.45;1.5;0;0.00E+00;0.00E+00;1.63E-05
2.45;1.55;0;0.00E+00;0.00E+00;1.58E-05
2.45;1.6;0;0.00E+00;0.00E+00;1.65E-05
2.45;1.65;0;0.00E+00;0.00E+00;1.60E-05
2.45;1.7;0;0.00E+00;0.00E+00;1.67E-05
2.45;1.75;0;0.00E+00;0.00E+00;1.62E-05
2.45;1.8;0;0.00E+00;0.00E+00;1.69E-05
2.45;1.85;0;0.00E+00;0.00E+00;1.64E-05
2.45;1.9;0;0.00E+00;0.00E+00;1.71E-05
2.45;1.95;0;0.00E+00;0.00E+00;1.66E-05
2.45;2;0;0.00E+00;0.00E+00;1.73E-05
2.5;0;0;0.00E+00;0.00E+00;1.43E-05
2.5;0.05;0;0.00E+00;0.00E+00;1.50E-05
2.5;0.1;0;0.00E+00;0.00E+00;1.44E-05
2.5;0.15;0;0.00E+00;0.00E+00;1.51E-05
2.5;0.2;0;0.00E+00;0.00E+00;1.45E-05
2.5;0.25;0;0.00E+00;0.00E+00;1.52E-05
2.5;0.3;0;0.00E+00;0.00E+00;1.47E-05
2.5;0.35;0;0.00E+00;0.00E+00;1.53E-05
2.5;0.4;0;0.00E+00;0.00E+00;1.48E-05
2.5;0.45;0;0.00E+00;0.00E+00;1.55E-05
2.5;0.5;0;0.00E+00;0.00E+00;1.49E-05
2.5;0.55;0;0.00E+00;0.00E+00;1.56E-05
2.5;0.6;0;0.00E+00;0.00E+00;1.51E-05
2.5;0.65;0;0.00E+00;0.00E+00;1.57E-05
2.5;0.7;0;0.00E+00;0.00E+00;1.52E-05
2.5;0.75;0;0.00E+00;0.00E+00;1.59E-05
2.5;0.8;0;0.00E+00;0.00E+00;1.54E-05
2.5;0.85;0;0.00E+00;0.00E+00;1.60E-05
2.5;0.9;0;0.00E+00;0.00E+00;1.55E-05
2.5;0.95;0;0.00E+00;0.00E+00;1.62E-05
2.5;1;0;0.00E+00;0.00E+00;1.57E-05
2.5;1.05;0;0.00E+00;0.00E+00;1.64E-05
2.5;1.1;0;0.00E+00;0.00E+00;1.59E-05
2.5;1.15;0;0.00E+00;0.00E+00;1.65E-05
2.5;1.2;0;0.00E+00;0.00E+00;1.60E-05
2.5;1.25;0;0.00E+00;0.00E+00;1.67E-05
2.5;1.3;0;0.00E+00;0.00E+00;1.62E-05
2.5;1.35;0;0.00E+00;0.00E+00;1.69E-05
2.5;1.4;0;0.00E+00;0.00E+00;1.64E-05
2.5;1.45;0;0.00E+00;0.00E+00;1.71E-05
2.5;1.5;0;0.00E+00;0.00E+00;1.66E-05
2.5;1.55;0;0.00E+00;0.00E+00;1.73E-05
2.5;1.6;0;0.00E+00;0.00E+00;1.68E-05
2.5;1.65;0;0.00E+00;0.00E+00;1.75E-05
2.5;1.7;0;0.00E+00;0.00E+00;1.70E-05
2.5;1.75;0;0.00E+00;0.00E+00;1.77E-05
2.5;1.8;0;0.00E+00;0.00E+00;1.72E-05
2.5;1.85;0;0.00E+00;0.00E+00;1.79E-05
2.5;1.9;0;0.00E+00;0.00E+00;1.74E-05
2.5;1.95;0;0.00E+00;0.00E+00;1.81E-05
2.5;2;0;0.00E+00;0.00E+00;1.76E-05
2.55;0;0;0.00E+00;0.00E+00;1.58E-05
2.55;0.05;0;0.00E+00;0.00E+00;1.53E-05
2.55;0.1;0;0.00E+00;0.00E+00;1.59E-05
2.55;0.15;0;0.00E+00;0.00E+00;1.54E-05
2.55;0.2;0;0.00E+00;0.00E+00;1.60E-05
2.55;0.25;0;0.00E+00;0.00E+00;1.55E-05
2.55;0.3;0;0.00E+00;0.00E+00;1.62E-05
2.55;0.35;0;0.00E+00;0.00E+00;1.56E-05
2.55;0.4;0;0.00E+00;0.00E+00;1.63E-05
2.55;0.45;0;0.00E+00;0.00E+00;1.58E-05
2.55;0.5;0;0.00E+00;0.00E+00;1.64E-05
2.55;0.55;0;0.00E+00;0.00E+00;1.59E-05
2.55;0.6;0;0.00E+00;0.00E+00;1.66E-05
2.55;0.65;0;0.00E+00;0.00E+00;1.60E-05
2.55;0.7;0;0.00E+00;0.00E+00;1.67E-05
2.55;0.75;0;0.00E+00;0.00E+00;1.62E-05
2.55;0.8;0;0.00E+00;0.00E+00;1.69E-05
2.55;0.85;0;0.00E+00;0.00E+00;1.63E-05
2.55;0.9;0;0.00E+00;0.00E+00;1.70E-05
2.55;0.95;0;0.00E+00;0.00E+00;1.65E-05
2.55;1;0;0.00E+00;0.00E+00;1.72E-05
2.55;1.05;0;0.00E+00;0.00E+00;1.67E-05
2.55;1.1;0;0.00E+00;0.00E+00;1.74E-05
2.55;1.15;0;0.00E+00;0.00E+00;1.69E-05
2.55;1.2;0;0.00E+00;0.00E+00;1.75E-05
2.55;1.25;0;0.00E+00;0.00E+00;1.70E-05
2.55;1.3;0;0.00E+00;0.00E+00;1.77E-05
2.55;1.35;0;0.00E+00;0.00E+00;1.72E-05
2.55;1.4;0;0.00E+00;0.00E+00;1.79E-05
2.55;1.45;0;0.00E+00;0.00E+00;1.74E-05
2.55;1.5;0;0.00E+00;0.00E+00;1.81E-05
2.55;1.55;0;0.00E+00;0.00E+00;1.76E-05
2.55;1.6;0;0.00E+00;0.00E+00;1.83E-05
2.55;1.65;0;0.00E+00;0.00E+00;1.78E-05
2.55;1.7;0;0.00E+00;0.00E+00;1.85E-05
2.55;1.75;0;0.00E+00;0.00E+00;1.80E-05
2.55;1.8;0;0.00E+00;0.00E+00;1.87E-05
2.55;1.85;0;0.00E+00;0.00E+00;1.82E-05
2.55;1.9;0;0.00E+00;0.00E+00;1.89E-05
2.55;1.95;0;0.00E+00;0.00E+00;1.84E-05
2.55;2;0;0.00E+00;0.00E+00;1.91E-05
2.6;0;0;0.00E+00;0.00E+00;1.61E-05
2.6;0.05;0;0.00E+00;0.00E+00;1.68E-05
2.6;0.1;0;0.00E+00;0.00E+00;1.62E-05
2.6;0.15;0;0.00E+00;0.00E+00;1.69E-05
2.6;0.2;0;0.00E+00;0.00E+00;1.64E-05
2.6;0.25;0;0.00E+00;0.00E+00;1.70E-05
2.6;0.3;0;0.00E+00;0.00E+00;1.65E-05
2.6;0.35;0;0.00E+00;0.00E+00;1.72E-05
2.6;0.4;0;0.00E+00;0.00E+00;1.66E-05
2.6;0.45;0;0.00E+00;0.00E+00;1.73E-05
2.6;0.5;0;0.00E+00;0.00E+00;1.68E-05
2.6;0.55;0;0.00E+00;0.00E+00;1.74E-05
2.6;0.6;0;0.00E+00;0.00E+00;1.69E-05
2.6;0.65;0;0.00E+00;0.00E+00;1.76E-05
2.6;0.7;0;0.00E+00;0.00E+00;1.70E-05
2.6;0.75;0;0.00E+00;0.00E+00;1.77E-05
2.6;0.8;0;0.00E+00;0.00E+00;1.72E-05
2.6;0.85;0;0.00E+00;0.00E+00;1.79E-05
2.6;0.9;0;0.00E+00;0.00E+00;1.74E-05
2.6;0.95;0;0.00E+00;0.00E+00;1.80E-05
2.6;1;0;0.00E+00;0.00E+00;1.75E-05
2.6;1.05;0;0.00E+00;0.00E+00;1.82E-05
2.6;1.1;0;0.00E+00;0.00E+00;1.77E-05
2.6;1.15;0;0.00E+00;0.00E+00;1.84E-05
2.6;1.2;0;0.00E+00;0.00E+00;1.79E-05
2.6;1.25;0;0.00E+00;0.00E+00;1.86E-05
2.6;1.3;0;0.00E+00;0.00E+00;1.81E-05
2.6;1.35;0;0.00E+00;0.00E+00;1.88E-05
2.6;1.4;0;0.00E+00;0.00E+00;1.83E-05
2.6;1.45;0;0.00E+00;0.00E+00;1.89E-05
2.6;1.5;0;0.00E+00;0.00E+00;1.84E-05
2.6;1.55;0;0.00E+00;0.00E+00;1.91E-05
2.6;1.6;0;0.00E+00;0.00E+00;1.86E-05
2.6;1.65;0;0.00E+00;0.00E+00;1.93E-05
2.6;1.7;0;0.00E+00;0.00E+00;1.88E-05
2.6;1.75;0;0.00E+00;0.00E+00;1.95E-05
2.6;1.8;0;0.00E+00;0.00E+00;1.90E-05
2.6;1.85;0;0.00E+00;0.00E+00;1.97E-05
2.6;1.9;0;0.00E+00;0.00E+00;1.92E-05
2.6;1.95;0;0.00E+00;0.00E+00;1.99E-05
2.6;2;0;0.00E+00;0.00E+00;1.94E-05
2.65;0;0;0.00E+00;0.00E+00;1.76E-05
2.65;0.05;0;0.00E+00;0.00E+00;1.71E-05
2.65;0.1;0;0.00E+00;0.00E+00;1.78E-05
2.65;0.15;0;0.00E+00;0.00E+00;1.72E-05
2.65;0.2;0;0.00E+00;0.00E+00;1.79E-05
2.65;0.25;0;0.00E+00;0.00E+00;1.74E-05
2.65;0.3;0;0.00E+00;0.00E+00;1.80E-05
2.65;0.35;0;0.00E+00;0.00E+00;1.75E-05
2.65;0.4;0;0.00E+00;0.00E+00;1.82E-05
2.65;0.45;0;0.00E+00;0.00E+00;1.76E-05
2.65;0.5;0;0.00E+00;0.00E+00;1.83E-05
2.65;0.55;0;0.00E+00;0.00E+00;1.78E-05
2.65;0.6;0;0.00E+00;0.00E+00;1.84E-05
2.65;0.65;0;0.00E+00;0.00E+00;1.79E-05
2.65;0.7;0;0.00E+00;0.00E+00;1.86E-05
2.65;0.75;0;0.00E+00;0.00E+00;1.81E-05
2.65;0.8;0;0.00E+00;0.00E+00;1.87E-05
2.65;0.85;0;0.00E+00;0.00E+00;1.82E-05
2.65;0.9;0;0.00E+00;0.00E+00;1.89E-05
2.65;0.95;0;0.00E+00;0.00E+00;1.84E-05
2.65;1;0;0.00E+00;0.00E+00;1.91E-05
2.65;1.05;0;0.00E+00;0.00E+00;1.86E-05
2.65;1.1;0;0.00E+00;0.00E+00;1.92E-05
2.65;1.15;0;0.00E+00;0.00E+00;1.87E-05
2.65;1.2;0;0.00E+00;0.00E+00;1.94E-05
2.65;1.25;0;0.00E+00;0.00E+00;1.89E-05
2.65;1.3;0;0.00E+00;0.00E+00;1.96E-05
2.65;1.35;0;0.00E+00;0.00E+00;1.91E-05
2.65;1.4;0;0.00E+00;0.00E+00;1.98E-05
2.65;1.45;0;0.00E+00;0.00E+00;1.93E-05
2.65;1.5;0;0.00E+00;0.00E+00;2.00E-05
2.65;1.55;0;0.00E+00;0.00E+00;1.95E-05
2.65;1.6;0;0.00E+00;0.00E+00;2.02E-05
2.65;1.65;0;0.00E+00;0.00E+00;1.97E-05
2.65;1.7;0;0.00E+00;0.00E+00;2.04E-05
2.65;1.75;0;0.00E+00;0.00E+00;1.99E-05
2.65;1.8;0;0.00E+00;0.00E+00;2.05E-05
2.65;1.85;0;0.00E+00;0.00E+00;2.01E-05
2.65;1.9;0;0.00E+00;0.00E+00;2.07E-05
2.65;1.95;0;0.00E+00;0.00E+00;2.03E-05
2.65;2;0;0.00E+00;0.00E+00;2.09E-05
2.7;0;0;0.00E+00;0.00E+00;1.80E-05
2.7;0.05;0;0.00E+00;0.00E+00;1.86E-05
2.7;0.1;0;0.00E+00;0.00E+00;1.81E-05
2.7;0.15;0;0.00E+00;0.00E+00;1.88E-05
2.7;0.2;0;0.00E+00;0.00E+00;1.82E-05
2.7;0.25;0;0.00E+00;0.00E+00;1.89E-05
2.7;0.3;0;0.00E+00;0.00E+00;1.84E-05
2.7;0.35;0;0.00E+00;0.00E+00;1.90E-05
2.7;0.4;0;0.00E+00;0.00E+00;1.85E-05
2.7;0.45;0;0.00E+00;0.00E+00;1.92E-05
2.7;0.5;0;0.00E+00;0.00E+00;1.86E-05
2.7;0.55;0;0.00E+00;0.00E+00;1.93E-05
2.7;0.6;0;0.00E+00;0.00E+00;1.88E-05
2.7;0.65;0;0.00E+00;0.00E+00;1.95E-05
2.7;0.7;0;0.00E+00;0.00E+00;1.89E-05
2.7;0.75;0;0.00E+00;0.00E+00;1.96E-05
2.7;0.8;0;0.00E+00;0.00E+00;1.91E-05
2.7;0.85;0;0.00E+00;0.00E+00;1.98E-05
2.7;0.9;0;0.00E+00;0.00E+00;1.93E-05
2.7;0.95;0;0.00E+00;0.00E+00;1.99E-05
2.7;1;0;0.00E+00;0.00E+00;1.94E-05
2.7;1.05;0;0.00E+00;0.00E+00;2.01E-05
2.7;1.1;0;0.00E+00;0.00E+00;1.96E-05
2.7;1.15;0;0.00E+00;0.00E+00;2.03E-05
2.7;1.2;0;0.00E+00;0.00E+00;1.98E-05
2.7;1.25;0;0.00E+00;0.00E+00;2.05E-05
2.7;1.3;0;0.00E+00;0.00E+00;2.00E-05
2.7;1.35;0;0.00E+00;0.00E+00;2.06E-05
2.7;1.4;0;0.00E+00;0.00E+00;2.01E-05
2.7;1.45;0;0.00E+00;0.00E+00;2.08E-05
2.7;1.5;0;0.00E+00;0.00E+00;2.03E-05
2.7;1.55;0;0.00E+00;0.00E+00;2.10E-05
2.7;1.6;0;0.00E+00;0.00E+00;2.05E-05
2.7;1.65;0;0.00E+00;0.00E+00;2.12E-05
2.7;1.7;0;0.00E+00;0.00E+00;2.07E-05
2.7;1.75;0;0.00E+00;0.00E+00;2.14E-05
2.7;1.8;0;0.00E+00;0.00E+00;2.09E-05
2.7;1.85;0;0.00E+00;0.00E+00;2.16E-05
2.7;1.9;0;0.00E+00;0.00E+00;2.11E-05
2.7;1.95;0;0.00E+00;0.00E+00;2.18E-05
2.7;2;0;0.00E+00;0.00E+00;2.13E-05
2.75;0;0;0.00E+00;0.00E+00;1.95E-05
2.75;0.05;0;0.00E+00;0.00E+00;1.90E-05
2.75;0.1;0;0.00E+00;0.00E+00;1.97E-05
2.75;0.15;0;0.00E+00;0.00E+00;1.91E-05
2.75;0.2;0;0.00E+00;0.00E+00;1.98E-05
2.75;0.25;0;0.00E+00;0.00E+00;1.93E-05
2.75;0.3;0;0.00E+00;0.00E+00;1.99E-05
2.75;0.35;0;0.00E+00;0.00E+00;1.94E-05
2.75;0.4;0;0.00E+00;0.00E+00;2.01E-05
2.75;0.45;0;0.00E+00;0.00E+00;1.95E-05
2.75;0.5;0;0.00E+00;0.00E+00;2.02E-05
2.75;0.55;0;0.00E+00;0.00E+00;1.97E-05
2.75;0.6;0;0.00E+00;0.00E+00;2.03E-05
2.75;0.65;0;0.00E+00;0.00E+00;1.98E-05
2.75;0.7;0;0.00E+00;0.00E+00;2.05E-05
2.75;0.75;0;0.00E+00;0.00E+00;2.00E-05
2.75;0.8;0;0.00E+00;0.00E+00;2.06E-05
2.75;0.85;0;0.00E+00;0.00E+00;2.01E-05
2.75;0.9;0;0.00E+00;0.00E+00;2.08E-05
2.75;0.95;0;0.00E+00;0.00E+00;2.03E-05
2.75;1;0;0.00E+00;0.00E+00;2.10E-05
2.75;1.05;0;0.00E+00;0.00E+00;2.05E-05
2.75;1.1;0;0.00E+00;0.00E+00;2.11E-05
2.75;1.15;0;0.00E+00;0.00E+00;2.06E-05
2.75;1.2;0;0.00E+00;0.00E+00;2.13E-05
2.75;1.25;0;0.00E+00;0.00E+00;2.08E-05
2.75;1.3;0;0.00E+00;0.00E+00;2.15E-05
2.75;1.35;0;0.00E+00;0.00E+00;2.10E-05
2.75;1.4;0;0.00E+00;0.00E+00;2.17E-05
2.75;1.45;0;0.00E+00;0.00E+00;2.12E-05
2.75;1.5;0;0.00E+00;0.00E+00;2.19E-05
2.75;1.55;0;0.00E+00;0.00E+00;2.14E-05
2.75;1.6;0;0.00E+00;0.00E+00;2.21E-05
2.75;1.65;0;0.00E+00;0.00E+00;2.16E-05
2.75;1.7;0;0.00E+00;0.00E+00;2.23E-05
2.75;1.75;0;0.00E+00;0.00E+00;2.18E-05
2.75;1.8;0;0.00E+00;0.00E+00;2.24E-05
2.75;1.85;0;0.00E+00;0.00E+00;2.19E-05
2.75;1.9;0;0.00E+00;0.00E+00;2.26E-05
2.75;1.95;0;0.00E+00;0.00E+00;2.21E-05
2.75;2;0;0.00E+00;0.00E+00;2.28E-05
2.8;0;0;0.00E+00;0.00E+00;1.99E-05
2.8;0.05;0;0.00E+00;0.00E+00;2.05E-05
2.8;0.1;0;0.00E+00;0.00E+00;2.00E-05
2.8;0.15;0;0.00E+00;0.00E+00;2.07E-05
2.8;0.2;0;0.00E+00;0.00E+00;2.02E-05
2.8;0.25;0;0.00E+00;0.00E+00;2.08E-05
2.8;0.3;0;0.00E+00;0.00E+00;2.03E-05
2.8;0.35;0;0.00E+00;0.00E+00;2.10E-05
2.8;0.4;0;0.00E+00;0.00E+00;2.04E-05
2.8;0.45;0;0.00E+00;0.00E+00;2.11E-05
2.8;0.5;0;0.00E+00;0.00E+00;2.06E-05
2.8;0.55;0;0.00E+00;0.00E+00;2.12E-05
2.8;0.6;0;0.00E+00;0.00E+00;2.07E-05
2.8;0.65;0;0.00E+00;0.00E+00;2.14E-05
2.8;0.7;0;0.00E+00;0.00E+00;2.09E-05
2.8;0.75;0;0.00E+00;0.00E+00;2.15E-05
2.8;0.8;0;0.00E+00;0.00E+00;2.10E-05
2.8;0.85;0;0.00E+00;0.00E+00;2.17E-05
2.8;0.9;0;0.00E+00;0.00E+00;2.12E-05
2.8;0.95;0;0.00E+00;0.00E+00;2.19E-05
2.8;1;0;0.00E+00;0.00E+00;2.14E-05
2.8;1.05;0;0.00E+00;0.00E+00;2.20E-05
2.8;1.1;0;0.00E+00;0.00E+00;2.15E-05
2.8;1.15;0;0.00E+00;0.00E+00;2.22E-05
2.8;1.2;0;0.00E+00;0.00E+00;2.17E-05
2.8;1.25;0;0.00E+00;0.00E+00;2.24E-05
2.8;1.3;0;0.00E+00;0.00E+00;2.19E-05
2.8;1.35;0;0.00E+00;0.00E+00;2.26E-05
2.8;1.4;0;0.00E+00;0.00E+00;2.21E-05
2.8;1.45;0;0.00E+00;0.00E+00;2.27E-05
2.8;1.5;0;0.00E+00;0.00E+00;2.22E-05
2.8;1.55;0;0.00E+00;0.00E+00;2.29E-05
2.8;1.6;0;0.00E+00;0.00E+00;2.24E-05
2.8;1.65;0;0.00E+00;0.00E+00;2.31E-05
2.8;1.7;0;0.00E+00;0.00E+00;2.26E-05
2.8;1.75;0;0.00E+00;0.00E+00;2.33E-05
2.8;1.8;0;0.00E+00;0.00E+00;2.28E-05
2.8;1.85;0;0.00E+00;0.00E+00;2.35E-05
2.8;1.9;0;0.00E+00;0.00E+00;2.30E-05
2.8;1.95;0;0.00E+00;0.00E+00;2.37E-05
2.8;2;0;0.00E+00;0.00E+00;2.32E-05
2.85;0;0;0.00E+00;0.00E+00;2.14E-05
2.85;0.05;0;0.00E+00;0.00E+00;2.09E-05
